,concelho,ano,mes,distrito,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes
2057,Espinho,2022,10,Aveiro,2030,16463,36,0,0,144,114,106,42,14920,105,3302,166,442,18493
2058,Espinho,2022,11,Aveiro,1976,16540,207,0,0,139,113,110,55,14925,105,3311,175,624,18516
2059,Espinho,2022,12,Aveiro,1885,16632,235,2,43,149,142,107,50,14928,105,3307,177,728,18517
2060,Espinho,2023,1,Aveiro,1810,16724,174,0,61,216,150,115,40,14942,105,3321,166,756,18534
2061,Espinho,2023,2,Aveiro,1874,16681,173,0,4,187,153,99,45,14958,105,3324,168,661,18555
2062,Espinho,2023,3,Aveiro,1369,17186,167,1,46,167,146,112,38,14965,106,3318,166,677,18555
2063,Espinho,2023,4,Aveiro,1345,17210,120,0,2,163,143,72,40,14965,106,3318,166,540,18555
2064,Espinho,2023,5,Aveiro,1116,17439,194,1,0,205,164,66,71,14965,106,3318,166,701,18555
2065,Espinho,2023,6,Aveiro,1218,17421,18,0,0,186,139,82,46,15019,106,3337,177,471,18639
2066,Espinho,2023,7,Aveiro,1059,17568,5,0,8,176,131,84,74,15009,106,3344,168,478,18627
2067,Espinho,2023,8,Aveiro,1274,17369,9,0,14,165,128,86,42,15019,106,3347,171,444,18643
2068,Espinho,2023,9,Aveiro,1219,17409,5,0,0,118,92,94,37,15022,106,3346,154,346,18628
2069,Espinho,2023,10,Aveiro,971,17680,14,0,0,171,129,108,48,15052,106,3346,147,470,18651
2070,Espinho,2023,11,Aveiro,1178,17488,4,0,0,250,164,88,36,15057,106,3353,150,542,18666
2071,Espinho,2023,12,Aveiro,1029,17638,5,0,0,139,117,75,31,15057,106,3355,149,367,18667
2072,Espinho,2024,1,Aveiro,1064,17600,1,0,0,186,126,87,28,15064,106,3353,141,428,18664
2073,Espinho,2024,2,Aveiro,705,17943,1,0,0,82,70,68,12,15049,106,3351,142,233,18648
2074,Espinho,2024,3,Aveiro,829,17822,9,0,1,118,101,83,30,15048,106,3355,142,342,18651
2075,Esposende,2022,3,Braga,7918,17561,8,0,0,38,22,26,15,20380,203,4565,331,109,25479
2076,Esposende,2022,4,Braga,7963,17541,25,0,0,87,82,64,47,20394,203,4570,337,305,25504
2077,Esposende,2022,5,Braga,7846,17705,11,0,0,113,90,69,46,20432,203,4587,329,329,25551
2078,Esposende,2022,6,Braga,8006,17584,12,0,0,124,104,59,40,20451,203,4602,334,339,25590
2079,Esposende,2022,7,Braga,7652,18008,13,0,0,102,90,53,27,20490,204,4634,332,285,25660
2080,Esposende,2022,8,Braga,7559,18144,9,1,0,130,122,71,45,20540,204,4641,318,378,25703
2081,Esposende,2022,9,Braga,7605,18105,11,2,0,94,69,81,32,20554,204,4630,322,289,25710
2082,Esposende,2022,10,Braga,7526,18182,19,0,0,89,88,90,47,20570,204,4621,313,333,25708
2083,Esposende,2022,11,Braga,7716,18035,118,0,0,95,76,104,32,20592,204,4619,336,425,25751
2084,Esposende,2022,12,Braga,7599,18183,199,0,4,106,104,83,33,20614,204,4626,338,529,25782
2085,Esposende,2023,1,Braga,7517,18278,151,0,4,132,103,70,52,20636,204,4635,320,512,25795
2086,Esposende,2023,2,Braga,7449,18370,110,1,0,111,96,67,33,20657,204,4642,316,418,25819
2087,Esposende,2023,3,Braga,6498,19337,276,0,50,115,99,73,54,20670,204,4646,315,667,25835
2088,Esposende,2023,4,Braga,6113,19722,493,1,1,107,104,52,53,20670,204,4646,315,811,25835
2089,Esposende,2023,5,Braga,5867,19968,463,0,1,135,113,81,55,20670,204,4646,315,848,25835
2090,Esposende,2023,6,Braga,5258,20762,87,0,0,130,104,95,56,20796,205,4701,318,472,26020
2091,Esposende,2023,7,Braga,4727,21351,7,0,0,142,123,102,76,20825,205,4718,330,450,26078
2092,Esposende,2023,8,Braga,4035,22049,15,0,12,123,110,77,78,20851,205,4715,313,415,26084
2093,Esposende,2023,9,Braga,3100,22960,24,0,1,104,91,112,74,20850,205,4702,303,406,26060
2094,Esposende,2023,10,Braga,2284,23790,31,0,0,156,130,109,41,20863,205,4703,303,467,26074
2095,Esposende,2023,11,Braga,1574,24542,29,0,0,204,144,118,58,20882,207,4704,323,553,26116
2096,Esposende,2023,12,Braga,1385,24742,10,0,0,114,88,124,36,20892,207,4706,322,372,26127
2097,Esposende,2024,1,Braga,1367,24758,5,0,0,202,164,140,49,20904,206,4710,305,560,26125
2098,Esposende,2024,2,Braga,882,25231,6,0,1,108,67,78,22,20890,206,4708,309,282,26113
2099,Esposende,2024,3,Braga,819,25315,9,0,0,152,120,100,40,20903,206,4711,314,421,26134
2100,Estarreja,2022,3,Aveiro,7865,6417,3,0,0,13,14,7,3,11596,149,2400,137,40,14282
2101,Estarreja,2022,4,Aveiro,7843,6440,4,0,0,35,30,23,16,11602,149,2396,136,108,14283
2102,Estarreja,2022,5,Aveiro,7487,6807,3,0,0,34,34,29,15,11605,149,2405,135,115,14294
2103,Estarreja,2022,6,Aveiro,7462,6858,1,0,0,44,31,25,13,11616,149,2421,134,114,14320
2104,Estarreja,2022,7,Aveiro,7053,7296,2,0,0,41,36,25,15,11630,149,2435,135,119,14349
2105,Estarreja,2022,8,Aveiro,6905,7458,3,0,0,60,54,25,11,11645,149,2437,132,153,14363
2106,Estarreja,2022,9,Aveiro,6654,7707,2,0,0,49,46,33,19,11660,149,2425,127,149,14361
2107,Estarreja,2022,10,Aveiro,6184,8183,8,0,0,41,48,31,16,11667,149,2424,127,144,14367
2108,Estarreja,2022,11,Aveiro,6100,8277,290,0,0,72,56,34,7,11676,149,2420,132,459,14377
2109,Estarreja,2022,12,Aveiro,5522,8862,537,0,6,47,48,41,14,11681,149,2424,130,693,14384
2110,Estarreja,2023,1,Aveiro,4825,9568,327,0,10,68,48,51,21,11689,149,2432,123,525,14393
2111,Estarreja,2023,2,Aveiro,4710,9678,333,0,5,69,60,46,14,11687,149,2432,120,527,14388
2112,Estarreja,2023,3,Aveiro,3969,10423,469,0,18,77,68,67,19,11691,149,2433,119,718,14392
2113,Estarreja,2023,4,Aveiro,3376,11016,290,1,14,67,74,29,23,11691,149,2433,119,498,14392
2114,Estarreja,2023,5,Aveiro,2953,11439,484,0,3,89,71,41,23,11691,149,2433,119,711,14392
2115,Estarreja,2023,6,Aveiro,2837,11632,87,0,1,87,74,34,25,11741,149,2464,115,308,14469
2116,Estarreja,2023,7,Aveiro,2550,11936,8,0,25,76,83,45,34,11752,149,2470,115,271,14486
2117,Estarreja,2023,8,Aveiro,2402,12078,20,0,14,74,69,56,17,11754,149,2466,111,250,14480
2118,Estarreja,2023,9,Aveiro,2346,12136,12,0,0,67,52,58,26,11774,149,2453,106,215,14482
2119,Estarreja,2023,10,Aveiro,2105,12375,16,0,3,87,70,61,20,11773,149,2453,105,257,14480
2120,Estarreja,2023,11,Aveiro,1441,13050,8,0,12,122,107,51,19,11779,149,2454,109,319,14491
2121,Estarreja,2023,12,Aveiro,964,13543,9,0,6,68,51,77,14,11798,149,2455,105,225,14507
2122,Estarreja,2024,1,Aveiro,1065,13450,8,0,6,98,79,69,21,11809,149,2460,97,281,14515
2123,Estarreja,2024,2,Aveiro,907,13606,8,0,5,61,44,37,13,11807,150,2458,98,168,14513
2124,Estarreja,2024,3,Aveiro,808,13708,9,0,3,83,66,57,21,11814,152,2456,94,239,14516
2125,Estremoz,2022,3,Évora,2328,7055,1,0,0,41,28,17,19,7160,119,2059,45,106,9383
2126,Estremoz,2022,4,Évora,2206,7179,4,0,0,81,74,60,31,7159,119,2064,43,250,9385
2127,Estremoz,2022,5,Évora,2037,7336,1,1,0,107,88,43,28,7147,119,2065,42,268,9373
2128,Estremoz,2022,6,Évora,2292,7097,1,0,0,94,98,33,38,7158,119,2070,42,264,9389
2129,Estremoz,2022,7,Évora,1875,7512,1,0,0,82,71,29,23,7156,119,2071,41,206,9387
2130,Estremoz,2022,8,Évora,1840,7552,5,0,0,106,91,45,32,7160,119,2075,38,279,9392
2131,Estremoz,2022,9,Évora,1783,7610,2,0,0,88,78,66,28,7157,119,2076,41,262,9393
2132,Estremoz,2022,10,Évora,1737,7650,7,0,0,82,76,38,21,7155,119,2074,39,224,9387
2133,Estremoz,2022,11,Évora,1759,7639,131,1,0,84,71,54,24,7167,119,2074,38,365,9398
2134,Estremoz,2022,12,Évora,1774,7622,176,0,4,72,57,46,27,7168,119,2073,36,382,9396
2135,Estremoz,2023,1,Évora,1743,7654,112,0,1,79,60,55,29,7169,119,2073,36,336,9397
2136,Estremoz,2023,2,Évora,1716,7673,73,0,0,59,51,36,20,7163,119,2071,36,239,9389
2137,Estremoz,2023,3,Évora,1623,7779,74,0,2,81,60,46,19,7174,119,2076,33,282,9402
2138,Estremoz,2023,4,Évora,1612,7790,54,0,0,72,68,32,28,7174,119,2076,33,254,9402
2139,Estremoz,2023,5,Évora,1591,7811,53,0,0,104,80,31,26,7174,119,2076,33,294,9402
2140,Estremoz,2023,6,Évora,1585,7856,15,0,0,82,78,39,31,7200,119,2091,31,245,9441
2141,Estremoz,2023,7,Évora,1566,7883,5,0,0,93,88,52,33,7202,119,2096,32,271,9449
2142,Estremoz,2023,8,Évora,1673,7785,5,0,13,73,54,48,28,7207,119,2100,32,221,9458
2143,Estremoz,2023,9,Évora,1557,7902,5,0,0,67,53,33,30,7210,119,2095,35,188,9459
2144,Estremoz,2023,10,Évora,1501,7956,6,0,0,82,63,39,30,7215,119,2094,29,220,9457
2145,Estremoz,2023,11,Évora,1454,8000,4,0,0,105,76,65,22,7206,119,2099,30,272,9454
2146,Estremoz,2023,12,Évora,1450,8001,2,0,0,59,45,51,16,7204,119,2098,30,173,9451
2147,Estremoz,2024,1,Évora,1404,8041,4,0,0,71,44,51,17,7201,119,2095,30,187,9445
2148,Estremoz,2024,2,Évora,1351,8081,3,0,0,39,29,27,4,7188,119,2094,31,102,9432
2149,Estremoz,2024,3,Évora,1304,8136,2,0,0,68,53,41,17,7189,119,2102,30,181,9440
2150,Fafe,2022,3,Braga,19346,9225,6,0,0,14,17,11,9,23536,344,4489,202,57,28571
2151,Fafe,2022,4,Braga,19027,9566,10,0,0,43,31,30,8,23564,344,4481,204,122,28593
2152,Fafe,2022,5,Braga,18250,10348,12,0,0,43,35,31,16,23569,343,4486,200,137,28598
2153,Fafe,2022,6,Braga,17998,10608,17,0,0,63,50,18,22,23576,343,4486,201,170,28606
2154,Fafe,2022,7,Braga,17630,11026,20,0,0,56,40,24,18,23609,343,4490,214,158,28656
2155,Fafe,2022,8,Braga,17420,11266,4,0,0,76,75,35,14,23647,343,4493,203,204,28686
2156,Fafe,2022,9,Braga,17278,11441,12,0,0,52,42,29,15,23666,343,4505,205,150,28719
2157,Fafe,2022,10,Braga,17077,11667,32,0,0,29,30,42,13,23682,343,4515,204,146,28744
2158,Fafe,2022,11,Braga,17371,11415,361,1,0,74,52,38,15,23711,343,4523,209,541,28786
2159,Fafe,2022,12,Braga,17109,11710,475,0,3,49,38,45,13,23737,343,4523,216,623,28819
2160,Fafe,2023,1,Braga,16579,12273,641,0,4,80,49,60,34,23765,343,4532,212,868,28852
2161,Fafe,2023,2,Braga,16618,12266,303,0,0,68,53,49,30,23800,343,4535,206,503,28884
2162,Fafe,2023,3,Braga,15530,13402,449,0,3,74,54,97,31,23836,343,4542,211,708,28932
2163,Fafe,2023,4,Braga,14958,13974,580,0,0,67,46,40,34,23836,343,4542,211,767,28932
2164,Fafe,2023,5,Braga,14415,14517,575,0,0,97,71,59,29,23836,343,4542,211,831,28932
2165,Fafe,2023,6,Braga,13801,15219,93,0,0,95,76,39,39,23901,344,4569,206,342,29020
2166,Fafe,2023,7,Braga,12711,16346,13,0,0,89,79,64,33,23932,344,4572,209,278,29057
2167,Fafe,2023,8,Braga,12037,17041,13,1,15,94,62,80,27,23952,344,4576,206,292,29078
2168,Fafe,2023,9,Braga,11325,17763,11,0,1,80,64,65,19,23962,344,4580,202,240,29088
2169,Fafe,2023,10,Braga,10771,18348,26,0,0,111,84,89,22,23989,344,4584,202,332,29119
2170,Fafe,2023,11,Braga,10163,18968,12,0,0,140,118,90,21,23991,344,4585,211,381,29131
2171,Fafe,2023,12,Braga,9339,19809,8,0,0,89,63,91,10,24012,344,4580,212,261,29148
2172,Fafe,2024,1,Braga,8674,20482,6,0,2,120,82,123,22,24025,344,4585,202,355,29156
2173,Fafe,2024,2,Braga,7801,21363,4,0,1,65,45,42,8,24038,344,4581,201,165,29164
2174,Fafe,2024,3,Braga,7103,22073,3,0,0,100,78,72,19,24040,344,4593,199,272,29176
2175,Faro,2022,3,Faro,8678,36466,1,0,0,133,89,64,52,34350,362,10211,221,339,45144
2176,Faro,2022,4,Faro,9876,35289,15,1,0,262,268,146,146,34370,362,10214,219,838,45165
2177,Faro,2022,5,Faro,8915,36277,5,0,0,302,216,144,103,34389,362,10224,217,770,45192
2178,Faro,2022,6,Faro,9538,35706,6,0,0,365,271,117,117,34434,362,10235,213,876,45244
2179,Faro,2022,7,Faro,8692,36618,15,0,0,315,238,111,65,34500,362,10230,218,744,45310
2180,Faro,2022,8,Faro,8448,36911,10,0,0,402,299,130,134,34533,362,10245,219,975,45359
2181,Faro,2022,9,Faro,8287,37090,9,0,0,287,223,160,83,34552,362,10254,209,762,45377
2182,Faro,2022,10,Faro,8420,37006,50,0,0,281,242,184,100,34581,363,10270,212,857,45426
2183,Faro,2022,11,Faro,8244,37304,378,0,0,316,232,163,74,34653,366,10305,224,1163,45548
2184,Faro,2022,12,Faro,8219,37355,657,1,1,282,259,162,91,34662,366,10319,227,1453,45574
2185,Faro,2023,1,Faro,8058,37550,540,0,6,430,294,187,89,34697,367,10332,212,1546,45608
2186,Faro,2023,2,Faro,8153,37467,587,0,2,330,270,162,73,34709,367,10335,209,1424,45620
2187,Faro,2023,3,Faro,7187,38484,406,0,9,390,293,205,103,34735,367,10356,213,1406,45671
2188,Faro,2023,4,Faro,7243,38428,410,0,0,396,296,128,115,34735,367,10356,213,1345,45671
2189,Faro,2023,5,Faro,7004,38667,348,0,0,462,320,143,124,34735,367,10356,213,1397,45671
2190,Faro,2023,6,Faro,6745,39077,62,0,0,384,288,149,101,34817,370,10424,211,984,45822
2191,Faro,2023,7,Faro,7186,38729,11,0,1,375,285,148,121,34883,370,10448,214,941,45915
2192,Faro,2023,8,Faro,7355,38631,15,0,50,396,255,152,93,34927,370,10479,210,961,45986
2193,Faro,2023,9,Faro,6871,39136,9,0,0,335,249,147,110,34940,372,10488,207,850,46007
2194,Faro,2023,10,Faro,5970,40068,42,0,1,429,332,180,114,34960,372,10502,204,1098,46038
2195,Faro,2023,11,Faro,5783,40281,3,0,0,492,352,207,69,34974,372,10505,213,1123,46064
2196,Faro,2023,12,Faro,5568,40510,10,0,1,284,226,169,57,34986,372,10502,218,747,46078
2197,Faro,2024,1,Faro,5341,40781,5,0,1,456,300,167,76,35028,372,10515,207,1005,46122
2198,Faro,2024,2,Faro,4225,41919,7,0,0,236,175,92,33,35055,372,10513,204,543,46144
2199,Faro,2024,3,Faro,4084,42088,13,0,1,356,278,136,66,35082,370,10519,201,850,46172
2200,Felgueiras,2022,3,Porto,16210,11530,8,1,0,21,18,19,12,22071,308,5134,227,79,27740
2201,Felgueiras,2022,4,Porto,16209,11565,20,0,0,72,70,31,19,22080,308,5146,240,212,27774
2202,Felgueiras,2022,5,Porto,15778,12006,17,0,0,79,60,33,22,22097,308,5141,238,211,27784
2203,Felgueiras,2022,6,Porto,15673,12142,8,0,0,80,69,39,22,22115,308,5154,238,218,27815
2204,Felgueiras,2022,7,Porto,15417,12426,12,0,0,68,66,22,10,22129,308,5167,239,178,27843
2205,Felgueiras,2022,8,Porto,15323,12547,9,0,0,108,84,37,10,22139,308,5161,262,248,27870
2206,Felgueiras,2022,9,Porto,15148,12711,11,0,0,64,71,39,22,22157,308,5158,236,207,27859
2207,Felgueiras,2022,10,Porto,15123,12739,26,0,0,71,61,56,17,22170,308,5155,229,231,27862
2208,Felgueiras,2022,11,Porto,15139,12757,168,1,0,83,60,32,14,22189,308,5162,237,358,27896
2209,Felgueiras,2022,12,Porto,14891,13028,273,0,5,86,70,51,15,22211,308,5167,233,500,27919
2210,Felgueiras,2023,1,Porto,14601,13341,313,0,6,116,81,53,32,22241,308,5172,221,601,27942
2211,Felgueiras,2023,2,Porto,14334,13610,222,0,0,93,77,54,29,22247,308,5166,223,475,27944
2212,Felgueiras,2023,3,Porto,13614,14355,495,0,4,95,75,58,28,22266,308,5174,221,755,27969
2213,Felgueiras,2023,4,Porto,13502,14467,381,0,0,102,85,34,25,22266,308,5174,221,627,27969
2214,Felgueiras,2023,5,Porto,13462,14507,195,0,0,136,111,38,45,22266,308,5174,221,525,27969
2215,Felgueiras,2023,6,Porto,13229,14854,79,0,0,95,85,42,39,22347,308,5209,219,340,28083
2216,Felgueiras,2023,7,Porto,13010,15068,7,1,0,129,111,43,38,22363,308,5210,197,329,28078
2217,Felgueiras,2023,8,Porto,13328,14800,8,0,10,103,73,27,30,22390,308,5219,211,251,28128
2218,Felgueiras,2023,9,Porto,12711,15423,11,0,0,87,70,55,33,22419,308,5219,188,256,28134
2219,Felgueiras,2023,10,Porto,12306,15859,14,0,3,159,114,68,33,22444,308,5223,190,391,28165
2220,Felgueiras,2023,11,Porto,11907,16294,5,0,1,202,141,74,29,22466,308,5227,200,452,28201
2221,Felgueiras,2023,12,Porto,11529,16680,8,0,3,117,93,74,21,22475,308,5231,195,316,28209
2222,Felgueiras,2024,1,Porto,11458,16733,10,1,3,147,107,93,17,22469,308,5229,185,378,28191
2223,Felgueiras,2024,2,Porto,10631,17567,3,0,0,83,61,51,10,22484,308,5226,180,208,28198
2224,Felgueiras,2024,3,Porto,10132,18095,6,0,7,121,92,81,26,22497,308,5240,182,333,28227
2225,Ferreira do Alentejo,2022,3,Beja,891,4431,3,0,0,26,20,8,5,4036,48,1226,12,62,5322
2226,Ferreira do Alentejo,2022,4,Beja,957,4358,2,2,1,48,51,21,17,4029,48,1226,12,142,5315
2227,Ferreira do Alentejo,2022,5,Beja,810,4506,5,0,0,49,33,22,13,4028,48,1227,13,122,5316
2228,Ferreira do Alentejo,2022,6,Beja,829,4490,1,0,0,72,72,13,18,4030,48,1228,13,176,5319
2229,Ferreira do Alentejo,2022,7,Beja,784,4538,4,0,0,56,44,15,13,4033,48,1228,13,132,5322
2230,Ferreira do Alentejo,2022,8,Beja,770,4553,6,0,0,83,69,18,16,4034,48,1228,13,192,5323
2231,Ferreira do Alentejo,2022,9,Beja,822,4506,0,0,0,63,60,12,18,4039,48,1228,13,153,5328
2232,Ferreira do Alentejo,2022,10,Beja,808,4528,8,0,0,53,54,8,20,4045,48,1228,15,143,5336
2233,Ferreira do Alentejo,2022,11,Beja,831,4511,55,0,0,68,47,17,10,4047,48,1232,15,197,5342
2234,Ferreira do Alentejo,2022,12,Beja,774,4565,65,0,3,50,59,16,14,4048,48,1228,15,207,5339
2235,Ferreira do Alentejo,2023,1,Beja,763,4580,54,0,1,86,60,27,12,4053,48,1227,15,240,5343
2236,Ferreira do Alentejo,2023,2,Beja,756,4585,51,0,0,62,59,27,29,4053,48,1225,15,228,5341
2237,Ferreira do Alentejo,2023,3,Beja,668,4673,43,0,1,70,59,28,22,4051,48,1227,15,223,5341
2238,Ferreira do Alentejo,2023,4,Beja,658,4683,34,0,0,71,59,7,17,4051,48,1227,15,188,5341
2239,Ferreira do Alentejo,2023,5,Beja,660,4681,23,0,0,85,69,8,29,4051,48,1227,15,214,5341
2240,Ferreira do Alentejo,2023,6,Beja,646,4711,8,0,0,64,59,12,33,4061,50,1232,14,176,5357
2241,Ferreira do Alentejo,2023,7,Beja,642,4721,4,0,0,58,47,13,21,4065,50,1233,15,143,5363
2242,Ferreira do Alentejo,2023,8,Beja,638,4737,3,0,3,67,54,23,18,4075,50,1235,15,168,5375
2243,Ferreira do Alentejo,2023,9,Beja,608,4767,6,0,0,43,42,13,22,4074,50,1238,13,126,5375
2244,Ferreira do Alentejo,2023,10,Beja,567,4807,5,0,0,58,40,15,16,4073,50,1237,14,134,5374
2245,Ferreira do Alentejo,2023,11,Beja,618,4751,2,0,0,75,61,20,15,4071,50,1233,15,173,5369
2246,Ferreira do Alentejo,2023,12,Beja,572,4798,0,0,0,41,35,17,9,4074,50,1232,14,102,5370
2247,Ferreira do Alentejo,2024,1,Beja,544,4826,1,0,0,60,46,11,13,4073,50,1233,14,131,5370
2248,Ferreira do Alentejo,2024,2,Beja,403,4958,2,0,0,33,23,6,2,4063,50,1233,15,66,5361
2249,Ferreira do Alentejo,2024,3,Beja,339,5021,4,0,2,54,38,22,7,4063,50,1232,15,127,5360
2250,Ferreira do Zêzere,2022,3,Santarém,3849,4029,1,1,0,9,9,5,7,6119,130,1609,20,32,7878
2251,Ferreira do Zêzere,2022,4,Santarém,3838,4045,5,0,0,18,15,7,10,6123,130,1609,21,55,7883
2252,Ferreira do Zêzere,2022,5,Santarém,3714,4158,2,0,0,27,19,10,16,6114,130,1607,21,74,7872
2253,Ferreira do Zêzere,2022,6,Santarém,3702,4175,1,0,0,23,24,9,14,6114,130,1615,18,71,7877
2254,Ferreira do Zêzere,2022,7,Santarém,3477,4411,2,0,0,22,24,8,8,6121,130,1617,20,64,7888
2255,Ferreira do Zêzere,2022,8,Santarém,3435,4455,1,0,0,24,22,13,10,6123,130,1617,20,70,7890
2256,Ferreira do Zêzere,2022,9,Santarém,3393,4490,2,1,0,21,17,13,8,6119,130,1616,18,62,7883
2257,Ferreira do Zêzere,2022,10,Santarém,3311,4578,6,0,0,16,13,15,9,6124,130,1619,16,59,7889
2258,Ferreira do Zêzere,2022,11,Santarém,3289,4607,65,0,0,23,16,13,10,6137,130,1613,16,127,7896
2259,Ferreira do Zêzere,2022,12,Santarém,3186,4708,73,1,0,17,16,16,7,6133,130,1614,17,130,7894
2260,Ferreira do Zêzere,2023,1,Santarém,3160,4730,98,1,0,26,19,17,9,6132,130,1612,16,170,7890
2261,Ferreira do Zêzere,2023,2,Santarém,3078,4821,69,0,0,22,20,10,7,6134,131,1618,16,128,7899
2262,Ferreira do Zêzere,2023,3,Santarém,2789,5109,119,0,0,23,24,11,4,6131,132,1619,16,181,7898
2263,Ferreira do Zêzere,2023,4,Santarém,2734,5164,106,0,0,22,20,10,7,6131,132,1619,16,165,7898
2264,Ferreira do Zêzere,2023,5,Santarém,2431,5467,107,0,0,30,25,8,19,6131,132,1619,16,189,7898
2265,Ferreira do Zêzere,2023,6,Santarém,2288,5638,19,0,0,24,22,9,8,6153,132,1623,18,82,7926
2266,Ferreira do Zêzere,2023,7,Santarém,2249,5683,6,0,0,39,30,15,11,6156,132,1628,16,101,7932
2267,Ferreira do Zêzere,2023,8,Santarém,2194,5747,5,0,7,31,28,12,18,6160,132,1631,18,101,7941
2268,Ferreira do Zêzere,2023,9,Santarém,1921,6017,4,0,0,23,22,27,10,6157,132,1633,16,86,7938
2269,Ferreira do Zêzere,2023,10,Santarém,1760,6181,8,0,0,29,24,26,13,6161,132,1632,16,100,7941
2270,Ferreira do Zêzere,2023,11,Santarém,1704,6233,3,0,0,54,39,33,9,6166,133,1622,16,138,7937
2271,Ferreira do Zêzere,2023,12,Santarém,1206,6737,2,0,0,34,26,26,6,6168,133,1624,18,94,7943
2272,Ferreira do Zêzere,2024,1,Santarém,988,6949,4,0,0,48,38,28,8,6170,133,1618,16,126,7937
2273,Ferreira do Zêzere,2024,2,Santarém,662,7267,1,0,0,31,23,11,2,6162,133,1617,17,68,7929
2274,Ferreira do Zêzere,2024,3,Santarém,581,7349,3,0,0,33,36,23,12,6166,133,1615,16,107,7930
2275,Figueira da Foz,2022,3,Coimbra,25144,24255,7,0,0,77,51,53,31,40424,364,8448,163,219,49399
2276,Figueira da Foz,2022,4,Coimbra,25248,24150,8,0,0,148,129,96,53,40417,364,8451,166,434,49398
2277,Figueira da Foz,2022,5,Coimbra,24802,24620,13,0,0,182,124,134,49,40407,364,8474,177,502,49422
2278,Figueira da Foz,2022,6,Coimbra,24971,24549,10,0,0,175,130,97,45,40455,364,8518,183,457,49520
2279,Figueira da Foz,2022,7,Coimbra,24166,25405,3,0,0,153,109,72,27,40506,364,8524,177,364,49571
2280,Figueira da Foz,2022,8,Coimbra,24107,25492,5,0,0,203,172,109,47,40541,364,8517,177,536,49599
2281,Figueira da Foz,2022,9,Coimbra,23902,25691,3,0,0,170,118,115,39,40550,364,8510,169,445,49593
2282,Figueira da Foz,2022,10,Coimbra,23939,25651,58,0,0,138,116,130,41,40569,364,8493,164,483,49590
2283,Figueira da Foz,2022,11,Coimbra,23482,26136,288,1,0,172,111,128,39,40587,364,8495,172,739,49618
2284,Figueira da Foz,2022,12,Coimbra,23005,26652,592,0,9,172,144,141,59,40607,364,8500,186,1117,49657
2285,Figueira da Foz,2023,1,Coimbra,22273,27378,640,0,19,236,157,160,47,40646,364,8482,159,1259,49651
2286,Figueira da Foz,2023,2,Coimbra,22020,27677,496,1,10,175,135,126,58,40668,364,8501,164,1001,49697
2287,Figueira da Foz,2023,3,Coimbra,20582,29142,610,0,12,227,168,136,72,40677,364,8516,167,1225,49724
2288,Figueira da Foz,2023,4,Coimbra,20285,29439,522,0,2,234,186,76,64,40677,364,8516,167,1084,49724
2289,Figueira da Foz,2023,5,Coimbra,20109,29615,434,0,0,266,199,85,84,40677,364,8516,167,1068,49724
2290,Figueira da Foz,2023,6,Coimbra,19728,30225,157,0,0,217,155,122,68,40814,364,8602,173,719,49953
2291,Figueira da Foz,2023,7,Coimbra,19443,30566,7,0,0,207,164,112,62,40859,364,8616,170,552,50009
2292,Figueira da Foz,2023,8,Coimbra,19559,30478,5,0,21,200,151,101,58,40881,364,8616,176,536,50037
2293,Figueira da Foz,2023,9,Coimbra,18329,31664,14,0,1,144,113,121,52,40874,364,8597,158,445,49993
2294,Figueira da Foz,2023,10,Coimbra,16810,33220,21,0,1,243,157,150,61,40910,364,8601,155,633,50030
2295,Figueira da Foz,2023,11,Coimbra,15047,35000,2,0,1,310,225,138,56,40928,365,8599,155,732,50047
2296,Figueira da Foz,2023,12,Coimbra,13414,36640,8,0,0,202,135,141,43,40926,366,8590,172,529,50054
2297,Figueira da Foz,2024,1,Coimbra,13272,36800,7,0,0,276,169,166,59,40968,366,8594,144,677,50072
2298,Figueira da Foz,2024,2,Coimbra,11731,38327,6,0,2,138,93,68,23,40967,366,8576,149,330,50058
2299,Figueira da Foz,2024,3,Coimbra,11587,38494,8,1,2,215,136,153,42,40980,366,8584,151,557,50081
2300,Figueira de Castelo Rodrigo,2022,3,Guarda,2791,2611,1,0,0,6,6,5,6,4264,111,1016,11,24,5402
2301,Figueira de Castelo Rodrigo,2022,4,Guarda,2854,2546,2,0,0,21,18,8,11,4264,111,1014,11,60,5400
2302,Figueira de Castelo Rodrigo,2022,5,Guarda,2589,2799,0,0,0,18,14,7,11,4251,111,1015,11,50,5388
2303,Figueira de Castelo Rodrigo,2022,6,Guarda,2682,2702,1,0,0,26,26,6,9,4247,111,1016,10,68,5384
2304,Figueira de Castelo Rodrigo,2022,7,Guarda,2533,2854,0,0,0,19,18,6,9,4248,111,1017,11,52,5387
